Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Barbados,BRB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,3.667,3.667,3.667,0,0,0,3.667,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,BRN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BTN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3.667,3.667,3.667,3.667,3.667,0,0,0,44.004,47.671,0,47.671,47.671,80.674,44.004,62.339,77.007,91.675,187.017,179.683,176.016,176.016,146.68,168.682,110.01,25.669,99.009,84.341,80.674,113.677,58.672,77.007,95.342,139.346,194.351,253.023,212.686,311.695
Botswana,BWA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,22.002,51.338,88.008,187.017,594.054,781.071,832.409,942.419,986.423,1008.425,1100.1,1030.427,1045.095,1158.772,1067.097,1239.446,1301.785,1430.13,1749.159,1719.823,1947.177,1925.175,1954.511,1976.513,1587.811,1701.488,2024.184,1595.145,2053.52,2005.849,2090.19,1804.164,1983.847,2141.528,2093.857,1936.176,1954.511,1576.81,1991.181,1430.13,2328.545,2775.919,3846.683,2900.597,3575.325
Central African Republic,CAF,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,49676.849,45632.148,47069.612,46636.906,51961.39,54220.262,52625.117,57362.881,60626.511,59167.045,58862.684,55921.75,62206.988,52056.732,48547.413,61334.242,59148.71,65085.583,69566.657,76090.25,81238.718,83757.947,88517.713,93600.175,102998.696,99845.076,92562.414,99111.676,106493.347,106984.725,93867.866,98022.577,101689.577,93431.493,96299.087,98392.944,100497.802,106852.713,114018.031,113787.01,122188.107,121198.017,116452.919,114857.774,110604.054,113401.975,115594.841,114505.742,112437.554,88257.356,86970.239,77612.055,75529.199,69137.618,74990.15,70670.424,65862.987
Central Europe and the Baltics,CEB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,363489.5583,380349.8006,399923.3035,429332.376,456819.5555,459512.2611,465843.2025,471023.0636,493715.7884,519671.6201,523818.5922,526172.1402,546418.8195,553484.6023,564342.7833,596824.829,617415.8046,638119.8327,664743.7021,680971.878,711937.9921,659116.7697,678844.4351,691537.1503,713695.445,739723.2192,744214.4877,768006.9052,743777.6938,713823.9138,582205.0821,552199.9145,542734.335,524993.389,489247.473,492085.731,496262.444,486079.185,441473.797,413340.573,410454.644,414224.32,404543.44,417509.952,406043.243,402427.581,421305.297,420916.595,406934.324,369215.562,390751.853,397781.492,369032.212,367103.37,346722.184,344521.984,342046.759
Switzerland,CHE,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,6882.959,5984.544,6255.902,7414.674,5177.804,4429.736,3567.991,2750.25,2412.886,2317.544,2156.196,1463.133,1301.785,1235.779,1045.095,773.737,737.067,946.086,883.747,891.081,1287.117,1917.841,1870.17,1954.511,2002.182,2002.182,1719.823,1609.813,1386.126,1378.792,1356.79,1151.438,810.407,671.061,682.062,722.399,546.383,421.705,348.365,359.366,513.38,546.383,498.712,509.713,487.711,553.717,550.05,649.059,590.387,546.383,550.05,513.38,465.709,476.71,546.383,502.379,443.707
Channel Islands,CHI,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,4514.077,4444.404,4774.434,4605.752,4407.734,4363.73,4338.061,4558.081,4690.093,4734.097,4767.1,5155.802,4360.063,4675.425,4492.075,3571.658,3648.665,3854.017,3920.023,4250.053,5122.799,4935.782,3296.633,4044.701,5229.142,5060.46,5302.482,5236.476,7194.654,9893.566,10714.974,8635.785,7462.345,7634.694,9369.185,10318.938,14425.978,18621.026,17784.95,18533.018,14253.629,9270.176,9387.52,9251.841,10289.602,10260.266,12548.474,13017.85,16747.189,13443.222,16538.17,20865.23,23494.469,25415.977,24400.218,27183.471,27018.456
China,CHN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,748988.417,522903.199,412262.475,406457.614,401899.533,433347.725,470153.404,383912.898,413058.214,501586.928,666411.244,737030.33,771349.783,784385.968,776736.606,907380.815,911132.156,999426.182,1118361.66,1148489.732,1123583.468,1125923.014,1249878.615,1322925.255,1455388.296,1585808.818,1658745.448,1771718.384,1894247.522,1921808.694,1978302.496,2051598.492,2116449.387,2230570.094,2382537.908,2571857.784,2662579.364,2611692.405,2446772.747,2380440.384,2398390.349,2430843.299,2781045.466,3321997.639,3838428.583,4428012.51,4909390.601,4978938.923,5734164.907,5613696.623,6574171.931,7315771.343,7470918.446,7499587.052,7431146.164,7272926.115,6951652.911
Cote d'Ivoire,CIV,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,3.667,3.667,0,0,0,0,0,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,0,0,0,0,0,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Dem. Rep.",COD,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1041.428,1059.763,839.743,817.741,938.752,1180.774,909.416,949.753,740.734,887.414,788.405,876.413,850.744,828.742,832.409,671.061,876.413,887.414,843.41,748.068,843.41,861.745,825.075,806.74,825.075,821.408,839.743,850.744,931.418,843.41,891.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Congo, Rep.",COG,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombia,COL,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,6684.941,7198.321,7711.701,8221.414,7711.701,7198.321,6424.584,7964.724,7964.724,8522.108,5812.195,6505.258,6695.942,7774.04,8316.756,8786.132,9226.172,9420.523,9904.567,11265.024,10307.937,10670.97,10997.333,12148.771,12005.758,12218.444,12049.762,12475.134,12559.475,12977.513,13894.263,12423.796,13677.91,14216.959,13622.905,14147.286,12522.805,12299.118,11697.73,9691.881,10234.597,10329.939,9273.843,10414.28,7286.329,10241.931,9358.184,8060.066,10777.313,11811.407,13483.559,13795.254,11551.05,13131.527,14623.996,19160.075,19471.77
Comoros,COM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabo Verde,CPV,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.344,201.685,381.368,308.028,128.345,146.68,297.027,293.36,253.023,231.021,341.031,297.027,304.361,304.361,275.025,300.694
Caribbean small states,CSS,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,113.677,425.372,124.678,187.017,238.355,242.022,168.682,245.689,154.014,183.35,172.349,139.346,139.346,121.011,124.678,150.347,128.345,234.688,242.022,201.685,253.023,253.023,344.698,238.355,267.691,275.025,264.024,282.359,304.361,443.707,550.05,374.034,172.349,220.02,234.688,216.353,69.673,73.34,88.008,91.675,84.341,66.006,69.673,99.009,102.676,77.007,25.669,73.34,91.675,88.008,77.007,11.001,14.668,36.67,3.667,22.002,7.334
Curacao,CUW,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Cayman Islands,CYM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyprus,CYP,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,3.667,0,3.667,3.667,0,3.667,7.334,3.667,0,0,0,0,0,0,0,0,0,0,139.346,198.018,146.68,399.703,242.022,198.018,256.69,256.69,69.673,80.674,73.34,51.338,47.671,51.338,69.673,80.674,128.345,143.013,139.346,139.346,154.014,139.346,143.013,132.012,106.343,55.005,69.673,33.003,0,0,11.001,14.668,0
Czechia,CZE,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101938.933,97149.831,90604.236,88609.388,87164.59,89163.105,82954.874,73083.31,86471.527,84223.656,80475.982,81964.784,75485.195,79020.183,81704.427,82668.848,76361.608,69419.977,72683.607,70996.787,67036.427,66028.002,61935.63,63182.41,63915.81
Germany,DEU,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445782.522,405548.198,381195.651,370755.702,354525.56,352281.356,336109.886,327903.14,312281.72,328060.821,334852.105,326117.311,328387.184,330268.355,315967.055,329509.286,334448.735,311654.663,279557.412,306465.858,301618.084,309597.476,316190.742,308387.366,308486.375,298574.474
Djibouti,DJI,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Denmark,DNK,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,14888.02,14469.982,15903.779,16131.133,14921.023,13732.915,14070.279,12577.81,12343.122,11507.046,9365.518,5742.522,5331.818,9075.825,8188.411,10839.652,12247.78,13740.249,12882.171,16303.482,22035.003,18103.979,22082.674,19981.483,21382.277,28026.881,27033.124,27491.499,25988.029,20513.198,23010.425,31572.87,25691.002,27663.848,29552.353,23795.163,34579.81,24477.225,22009.334,17799.618,15207.049,15973.452,16120.132,21503.288,16435.494,14198.624,20971.573,17550.262,15196.048,15185.047,14447.98,12269.782,9361.851,11437.373,9134.497,6549.262,7187.32
Dominican Republic,DOM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,3.667,3.667,0,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,0,0,0,0,0,0,0,0,73.34,616.056,256.69,696.73,25.669,150.347,370.367,319.029,275.025,293.36,341.031,370.367,718.732,619.723,245.689,539.049,619.723,2805.255,2064.521,1265.115,1870.17,1932.509,2112.192,2064.521,1851.835,2515.562,1987.514,2442.222,3197.624,2893.263,2874.928
